地区,区域,小区,室,厅,面积,价格,每室价格,每平米价格,中民距离,中民时间,中信距离,中信时间,,
龙岗,龙岗中心,东方沁园,3,2,118,3500,1166,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,国香尚居,2,2,80,2700,1350,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,4,2,119,4200,1050,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,1,76,3000,1000,65,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,3,2,79,5200,1733,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,紫薇花园,4,2,135,4500,1125,19,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,深业紫麟山花园,4,2,203,4000,1000,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天健现代城,4,2,139,5000,1250,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦卫城二期,2,2,75,2800,1400,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,承翰陶源,3,2,89,3000,1000,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,新亚洲花园,3,2,110,3800,1266,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦曦城,2,2,74,2500,1250,29,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,金地名峰,3,2,89,2600,866,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,89,4400,1100,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,新鸿进花园,5,3,106,3200,640,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,福园小区,4,2,119,3800,950,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,88,4800,1600,24,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,碧湖玫瑰园,5,2,243,6000,1200,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦悦城四期,2,2,82,2800,1400,45,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,城龙花园,2,1,80,3600,1800,43,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,5500,1833,61,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,89,5500,1833,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,仁恒峦山美地,4,2,88,3500,875,32,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,1,62,2000,2000,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,华业玫瑰郡,5,2,153,4800,960,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,89,4000,1333,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,155,6000,2000,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,155,6000,2000,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,4,2,130,4500,1125,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,2,2,79,2800,1400,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,5,2,118,6000,1200,57,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,4,2,110,6300,1575,25,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天昊华庭,5,2,200,5000,1000,32,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,3,2,122,4000,1333,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天集雅苑,2,1,78,2800,1400,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,睿智华庭,4,2,144,5700,1425,60,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,1,1,41,2500,2500,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,1,1,53,3000,3000,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,84,3000,1500,32,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,紫薇花园,4,2,118,3800,950,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,尚景华园,2,1,80,3800,1900,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿威de森林就瞰山,4,2,89,3500,875,55,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,87,4800,1200,46,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天健现代城,5,2,160,7500,1500,45,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,87,4000,1333,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿进花园,3,2,98,3300,1100,29,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,1,62,1800,1800,51,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,1,2,54,2800,2800,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,长江花园,4,2,105,3200,800,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,碧湖花园(龙岗区),4,2,138,4600,1150,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,1,127,4500,1500,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,1,1,50,2700,2700,52,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,缤纷世纪,1,1,34,1800,1800,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,4500,1500,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,顺景花园,3,2,110,3800,1266,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,绿景大公馆,4,2,144,6000,1500,43,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,5500,1833,48,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,155,7500,2500,40,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,2,89,3600,1200,32,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,东方沁园,5,2,149,4800,960,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿威de森林就瞰山,3,2,89,3200,1066,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,珑禧,4,1,89,4000,1000,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,2,1,73,4000,2000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,43,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,5500,1833,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,1,54,2000,1000,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,2,88,3200,1066,59,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,深业紫麟山花园,5,2,201,12000,2400,28,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,4,2,137,3900,975,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3300,1650,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,和兴苑,3,2,93,2800,933,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,2,89,2800,933,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,2,1,73,4000,2000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,29,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿威de森林就瞰山,3,2,89,2600,866,43,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,5500,1833,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,1,54,2000,1000,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,2,88,3200,1066,59,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,深业紫麟山花园,5,2,201,12000,2400,28,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,4,2,137,3900,975,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3300,1650,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,和兴苑,3,2,93,2800,933,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,2,89,2800,933,51,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,3号线城市公寓,1,1,49,2500,2500,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,3,2,80,3100,1033,24,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,阅山华府,4,2,143,3500,875,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,4,2,132,6500,1625,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天健现代城,4,2,129,5000,1250,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,1,77,3000,1500,45,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,155,7000,2333,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,70,2700,1350,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业天峦,3,2,89,3500,1166,55,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,1,1,54,3000,3000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,89,4500,1125,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦曦城,1,1,53,2600,2600,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,紫薇花园,4,2,118,3600,900,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,福园小区,3,2,95,3000,1000,57,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,福园小区,3,2,95,5500,1833,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,龙翔花园,3,2,95,3500,1166,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,2,2,79,3500,1750,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,3,2,120,4000,1333,42,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,新亚洲花园,3,2,98,4200,1400,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业天峦,3,2,89,3500,1166,58,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,润筑园,1,1,48,2800,2800,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,5,2,238,7500,1500,28,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,宏兴苑,4,2,125,3500,875,53,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,非凡空间,1,1,56,3000,3000,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,3,2,89,3200,1066,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,1,1,53,2600,2600,27,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,黄阁翠苑,4,2,127,3500,875,51,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,1,1,49,2500,2500,53,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,3,2,88,4700,1566,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,4500,1500,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,美利达新村,1,0,47,1600,1600,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,1,62,2600,2600,80,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,2,2,52,4200,2100,45,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,1,0,48,2200,2200,51,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,3,2,78,4000,1333,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,余岭山庄,3,2,104,3200,1066,28,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿基花园(龙岗区),3,2,121,3500,1166,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,缤纷世纪,2,2,53,2700,1350,77,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,阳光天健城,1,1,45,3500,3500,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,2800,1400,27,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,4,2,143,4000,1000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,3,2,125,4800,1600,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,4,2,133,5000,1250,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,2,1,79,3500,1750,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天健现代城,5,2,159,7000,1400,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦悦城四期,2,2,76,2800,1400,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,仁恒峦山美地,5,2,143,4800,960,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,全盛紫云庭,3,2,76,3800,1266,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,尚景花园,4,2,125,4500,1125,38,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,愉园新苑,3,2,103,4000,1333,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,3,2,122,6000,2000,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,4,2,129,4500,1125,61,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,2,2,80,4900,2450,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,吉祥来花园,4,2,120,4300,1075,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,绿景大公馆,5,2,139,5000,1000,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,4,2,110,6000,1500,51,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科金色沁园,4,2,89,4600,1150,61,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,全盛紫云庭,4,2,89,5500,1375,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,仁恒峦山美地,4,2,88,3500,875,57,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,华业玫瑰郡,1,1,42,2400,2400,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,华业玫瑰郡,3,2,89,3300,1100,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,1,1,53,2500,2500,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,金地名峰,4,2,89,4000,1000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,百合盛世,2,1,75,2500,1250,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,2,2,79,3000,1500,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,0,1,41,2300,2300,29,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,紫薇花园,3,2,95,2800,933,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,缤纷世纪,2,1,53,2600,1300,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,0,42,2000,2000,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,1,0,48,2600,2600,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,3,2,89,3700,1233,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,鸿基花园(龙岗区),2,2,78,3500,1750,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,2,63,2600,2600,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦曦城,3,2,77,2600,866,53,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,公园大地,3,2,113,6100,2033,57,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,华业玫瑰郡,1,1,42,2400,2400,48,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,东方沁园,6,2,125,6000,1000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,愉园新苑,3,2,96,3200,1066,139,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,1,43,6000,6000,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,88,5000,1666,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3500,1750,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,2,64,2500,2500,43,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦曦城,1,1,57,2500,2500,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,非凡空间,1,1,56,2500,2500,133,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天安数码城,1,0,120,16000,16000,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,喜福汇,2,2,80,3000,1500,32,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,76,2500,1250,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3200,1600,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,88,3500,1166,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦米兰公寓,1,1,53,2600,2600,57,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,非凡空间,2,1,56,3200,1600,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,锦绣东方,4,2,96,3600,900,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,0,42,2000,2000,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,2,2,106,5000,2500,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,89,4500,1500,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,新鸿花园,6,3,196,6500,1083,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,5,2,140,4800,960,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,1,89,3100,1033,52,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,3号线城市公寓,1,1,48,2500,2500,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,85,4000,1000,46,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中央悦城,3,2,130,6000,2000,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,碧湖花园(龙岗区),4,2,120,3600,900,54,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,缤纷世纪,2,1,55,3000,1500,23,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园,3,2,92,2200,733,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,40,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,睿智华庭,4,2,130,5300,1325,42,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,3,2,89,3800,1266,40,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,紫薇苑西区,4,1,122,5000,1250,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,3,1,89,3100,1033,52,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,3号线城市公寓,1,1,48,2500,2500,34,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,5,2,140,4800,960,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,非凡空间,1,1,56,2500,2500,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,锦绣东方,4,2,96,3600,900,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,0,42,2000,2000,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科清林径,2,1,78,3200,1600,139,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,1,43,6000,6000,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,仁恒峦山美地,3,2,76,2800,933,52,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,1,1,48,2500,2500,55,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,缤纷世纪,2,1,43,2400,1200,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中森双子座公馆,3,2,80,4500,1500,42,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,保利上城,3,2,89,3800,1266,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,4,2,109,4800,1200,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园二期,5,2,130,4300,860,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3500,1750,44,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业天峦,3,2,89,4000,1333,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,1,89,3000,1500,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,79,3000,1500,133,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天安数码城,1,0,120,16000,16000,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,喜福汇,2,2,80,3000,1500,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦卫城二期,3,2,127,4500,1500,68,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科金色沁园,4,2,88,6000,1500,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,愉园新苑,3,2,96,3200,1066,23,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,爱地花园,3,2,92,2200,733,52,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,风临国际东座,1,0,48,2500,2500,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,1,2,64,2500,2500,13,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业天峦,3,2,89,1200,400,28,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,招商依山郡,2,2,135,3800,1900,31,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦悦城四期,2,1,82,2600,1300,27,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦悦城四期,3,1,127,3500,1166,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,天誉国际公馆,3,2,127,4500,1500,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,89,5000,1250,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3200,1600,46,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,卓弘高尔夫雅苑,4,2,139,6500,1625,42,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3800,1900,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,振业峦山谷,2,2,89,3000,1500,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,承翰陶源,3,2,89,3000,1000,35,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦卫城二期,2,2,77,2700,1350,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,百合盛世,3,2,100,3000,1000,47,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科翰邻城,4,2,85,4000,1000,30,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,碧湖花园(龙岗区),4,2,120,3600,900,49,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,大运城邦米兰公寓,1,1,53,2600,2600,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,福园小区,3,2,82,3000,1000,56,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,88,5000,1666,50,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,万科天誉,3,2,89,4500,1500,53,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,全盛紫云庭,3,2,78,4200,1400,42,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海塞纳时光,2,2,75,3200,1600,40,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,86,3500,1166,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海塞纳时光,3,2,86,3200,1066,41,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,睿智华庭,4,2,121,5000,1250,40,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海塞纳时光,3,2,88,3600,1200,37,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,88,3300,1100,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海塞纳时光,3,2,89,3000,1000,36,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,2,87,3200,1066,67,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,宝能悦澜山花园,4,2,89,6000,1500,39,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,中海康城国际,3,1,76,3000,1000,33,34993,5330,40699,5721,88.83333333,95.35
龙岗,龙岗中心,全盛紫云庭,6,2,300,10000,1666,39,34993,5330,40699,5721,88.83333333,95.35
